semilla,turno,casa,prestigio,poblacion,comarcas,maravedis,pan,escasez,decidio,sin_decision
1492,60,arrieros,77,89,1,238,112,0,1,0
1492,61,arrieros,77,89,1,253,127,0,1,0
1492,62,arrieros,77,89,1,267,141,0,1,0
1492,63,arrieros,77,89,1,283,154,0,1,0
1492,64,arrieros,77,89,1,270,158,0,1,0
1492,65,arrieros,77,89,1,255,150,0,1,0
1492,66,arrieros,77,89,1,239,143,0,1,0
1492,67,arrieros,77,89,1,221,136,0,1,0
1492,68,arrieros,77,89,1,202,129,0,1,0
1492,69,arrieros,77,89,1,215,131,0,1,0
1492,70,arrieros,77,89,1,227,133,0,1,0
1492,71,arrieros,77,89,1,237,125,0,1,0
1492,72,arrieros,77,89,1,244,117,0,1,0
1492,73,arrieros,77,89,1,253,112,0,1,0
1492,74,arrieros,77,89,1,261,107,0,1,0
1492,75,arrieros,77,89,1,267,103,0,1,0
1492,76,arrieros,77,89,1,272,99,0,1,0
1492,77,arrieros,77,89,1,275,99,0,1,0
1492,78,arrieros,77,89,1,291,99,0,1,0
1492,79,arrieros,77,89,1,306,99,0,1,0
1492,80,arrieros,77,89,1,320,99,0,1,0
1492,81,arrieros,77,89,1,332,99,0,1,0
1492,82,arrieros,77,89,1,343,99,0,1,0
1492,83,arrieros,77,89,1,358,114,0,1,0
1492,84,arrieros,77,89,1,375,129,0,1,0
1492,85,arrieros,77,89,1,391,143,0,1,0
1492,86,arrieros,77,89,1,405,156,0,1,0
1492,87,arrieros,77,89,1,392,160,0,1,0
1492,88,arrieros,77,89,1,377,164,0,1,0
1492,89,arrieros,77,89,1,361,156,0,1,0
1492,90,arrieros,77,89,1,344,148,0,1,0
1492,91,arrieros,77,89,1,326,141,0,1,0
1492,92,arrieros,77,89,1,306,134,0,1,0
1492,93,arrieros,77,89,1,294,127,0,1,0
1492,94,arrieros,77,89,1,306,129,0,1,0
1492,95,arrieros,77,89,1,320,124,0,1,0
1492,96,arrieros,77,89,1,325,119,0,1,0
1492,97,arrieros,77,89,1,334,114,0,1,0
1492,98,arrieros,77,89,1,342,109,0,1,0
1492,99,arrieros,77,89,1,348,105,0,1,0
1492,100,arrieros,77,89,1,353,101,0,1,0
1492,101,arrieros,77,89,1,357,101,0,1,0
1492,102,arrieros,77,89,1,368,101,0,1,0
1492,103,arrieros,77,89,1,382,101,0,1,0
1492,104,arrieros,77,89,1,395,101,0,1,0
1492,105,arrieros,77,89,1,410,101,0,1,0
1492,106,arrieros,77,89,1,425,101,0,1,0
1492,107,arrieros,77,89,1,438,116,0,1,0
1492,108,arrieros,77,89,1,455,130,0,1,0
1492,109,arrieros,77,89,1,470,144,0,1,0
1492,110,arrieros,77,89,1,484,157,0,1,0
1492,111,arrieros,77,89,1,470,161,0,1,0
1492,112,arrieros,77,89,1,455,165,0,1,0
1492,113,arrieros,77,89,1,438,157,0,1,0
1492,114,arrieros,77,89,1,420,149,0,1,0
1492,115,arrieros,77,89,1,401,142,0,1,0
1492,116,arrieros,77,89,1,384,135,0,1,0
1492,117,arrieros,77,89,1,375,128,0,1,0
1492,118,arrieros,77,89,1,389,130,0,1,0
1492,119,arrieros,77,89,1,402,125,0,1,0
1492,120,arrieros,77,89,1,406,120,0,1,0
1492,121,arrieros,77,89,1,414,115,0,1,0
1492,122,arrieros,77,89,1,421,110,0,1,0
1492,123,arrieros,77,89,1,427,105,0,1,0
1492,124,arrieros,77,89,1,431,101,0,1,0
1492,125,arrieros,77,89,1,434,101,0,1,0
1492,126,arrieros,77,89,1,444,101,0,1,0
1492,127,arrieros,77,89,1,462,101,0,1,0
1492,128,arrieros,77,89,1,479,101,0,1,0
1492,129,arrieros,77,89,1,494,101,0,1,0
1492,130,arrieros,77,89,1,508,101,0,1,0
1492,131,arrieros,77,89,1,520,116,0,1,0
1492,132,arrieros,77,89,1,531,130,0,1,0
1492,133,arrieros,77,89,1,547,144,0,1,0
1492,134,arrieros,77,89,1,561,157,0,1,0
1492,135,arrieros,77,89,1,546,161,0,1,0
1492,136,arrieros,77,89,1,530,165,0,1,0
1492,137,arrieros,77,89,1,516,157,0,1,0
1492,138,arrieros,77,89,1,501,149,0,1,0
1492,139,arrieros,77,89,1,484,142,0,1,0
1492,140,arrieros,77,89,1,466,135,0,1,0
1492,141,arrieros,77,89,1,371,128,0,1,0
1492,142,arrieros,77,89,1,385,129,0,1,0
1492,143,arrieros,77,89,1,398,122,0,1,0
1492,144,arrieros,77,89,1,402,115,0,1,0
1492,145,arrieros,77,89,1,409,108,0,1,0
1492,146,arrieros,77,89,1,415,102,0,1,0
1492,147,arrieros,77,89,1,420,96,0,1,0
1492,148,arrieros,77,89,1,427,90,0,1,0
1492,149,arrieros,77,89,1,433,88,0,1,0
1492,150,arrieros,77,89,1,445,86,0,1,0
1492,151,arrieros,77,89,1,462,84,0,1,0
1492,152,arrieros,77,89,1,477,82,0,1,0
1492,153,arrieros,77,89,1,491,81,0,1,0
1492,154,arrieros,77,89,1,504,80,0,1,0
1492,155,arrieros,77,89,1,516,94,0,1,0
1492,156,arrieros,77,89,1,526,107,0,1,0
1492,157,arrieros,77,89,1,541,120,0,1,0
1492,158,arrieros,77,89,1,555,132,0,1,0
1492,159,arrieros,77,89,1,571,144,0,1,0
1492,160,arrieros,77,89,1,586,155,0,1,0
1492,161,arrieros,77,89,1,599,149,0,1,0
1492,162,arrieros,77,89,1,586,134,0,1,0
1492,163,arrieros,77,89,1,601,129,0,1,0
1492,164,arrieros,77,89,1,615,124,0,1,0
1492,165,arrieros,77,89,1,628,119,0,1,0
1492,166,arrieros,77,89,1,640,114,0,1,0
1492,167,arrieros,77,89,1,618,69,0,1,0
1492,168,arrieros,77,89,1,625,64,0,1,0
1492,169,arrieros,123,119,2,634,60,0,1,0
1492,170,arrieros,123,119,2,625,50,0,1,0
1492,171,arrieros,123,119,2,624,38,0,1,0
1492,172,arrieros,123,119,2,570,31,0,1,0
1492,173,arrieros,123,119,2,524,33,0,1,0
1492,174,arrieros,123,119,2,484,35,0,1,0
1492,175,arrieros,123,119,2,477,35,0,1,0
1492,176,arrieros,123,119,2,483,33,0,1,0
1492,177,arrieros,123,119,2,488,31,0,1,0
1492,178,arrieros,123,119,2,497,29,0,1,0
1492,179,arrieros,124,120,2,505,47,0,1,0
1492,180,arrieros,124,121,2,511,63,0,1,0
1492,181,arrieros,124,122,2,516,79,0,1,0
1492,182,arrieros,124,123,2,520,85,0,1,0
1492,183,arrieros,124,124,2,526,100,0,1,0
1492,184,arrieros,125,125,2,537,113,0,1,0
1492,185,arrieros,125,125,2,546,111,0,1,0
1492,186,arrieros,125,125,2,554,109,0,1,0
1492,187,arrieros,128,125,2,560,107,0,1,0
1492,188,arrieros,128,125,2,565,105,0,1,0
1492,189,arrieros,128,125,2,569,104,0,1,0
1492,190,arrieros,128,125,2,578,103,0,1,0
1492,191,arrieros,128,125,2,584,92,0,1,0
1492,192,arrieros,128,125,2,582,81,0,1,0
1492,193,arrieros,128,125,2,579,70,0,1,0
1492,194,arrieros,128,125,2,578,59,0,1,0
1492,195,arrieros,128,125,2,581,49,0,1,0
1492,196,arrieros,128,125,2,582,39,0,1,0
1492,197,arrieros,128,125,2,582,34,0,1,0
1492,198,arrieros,128,125,2,588,30,0,1,0
1492,199,arrieros,128,125,2,593,26,0,1,0
1492,200,arrieros,128,125,2,597,22,0,1,0
1492,1,canteros,46,116,1,45,50,0,1,0
1492,2,canteros,46,116,1,32,30,0,1,0
1492,3,canteros,46,116,1,24,9,0,1,0
1492,4,canteros,45,116,1,31,0,1,1,1
1492,5,canteros,44,116,1,46,0,1,1,0
1492,6,canteros,42,113,1,72,0,1,1,1
1492,7,canteros,41,110,1,86,0,1,1,0
1492,8,canteros,39,107,1,89,1,1,1,0
1492,9,canteros,37,104,1,94,2,1,1,0
1492,10,canteros,36,101,1,94,3,1,1,0
1492,11,canteros,36,101,1,99,9,0,1,0
1492,12,canteros,36,101,1,99,15,0,1,0
1492,13,canteros,36,101,1,97,22,0,1,0
1492,14,canteros,36,101,1,97,28,0,1,0
1492,15,canteros,36,101,1,95,34,0,1,0
1492,16,canteros,36,101,1,94,40,0,1,0
1492,17,canteros,36,101,1,100,35,0,1,0
1492,18,canteros,36,101,1,99,30,0,1,0
1492,19,canteros,36,101,1,97,27,0,1,0
1492,20,canteros,36,101,1,98,24,0,1,0
1492,21,canteros,36,101,1,96,21,0,1,0
1492,22,canteros,36,101,1,97,20,0,1,0
1492,23,canteros,36,101,1,94,11,0,1,0
1492,24,canteros,35,101,1,85,4,1,1,0
1492,25,canteros,34,101,1,89,3,1,1,0
1492,26,canteros,32,98,1,83,2,1,1,0
1492,27,canteros,31,96,1,83,3,1,1,0
1492,28,canteros,29,94,1,84,2,1,1,0
1492,29,canteros,28,92,1,84,2,1,1,0
1492,30,canteros,27,90,1,79,2,1,1,0
1492,31,canteros,25,88,1,79,2,1,1,0
1492,32,canteros,24,86,1,77,2,1,1,0
1492,33,canteros,22,84,1,77,2,1,1,0
1492,34,canteros,21,82,1,78,1,1,1,0
1492,35,canteros,21,82,1,18,1,0,1,0
1492,36,canteros,20,82,1,34,2,1,1,0
1492,37,canteros,19,82,1,44,0,1,1,1
1492,38,canteros,19,82,1,50,2,0,1,1
1492,39,canteros,19,82,1,60,4,0,1,1
1492,40,canteros,19,82,1,70,6,0,1,1
1492,41,canteros,19,82,1,70,2,0,1,0
1492,42,canteros,18,82,1,72,1,1,1,0
1492,43,canteros,17,82,1,76,1,1,1,0
1492,44,canteros,16,80,1,73,1,1,1,0
1492,45,canteros,14,78,1,77,1,1,1,0
1492,46,canteros,13,76,1,68,1,1,1,0
1492,47,canteros,11,74,1,85,1,1,1,0
1492,48,canteros,10,72,1,69,0,1,1,0
1492,49,canteros,9,70,1,83,2,1,1,0
1492,50,canteros,7,68,1,69,0,1,1,0
1492,51,canteros,6,66,1,89,2,1,1,0
1492,52,canteros,5,65,1,69,0,1,1,0
1492,53,canteros,3,64,1,88,3,1,1,0
1492,54,canteros,2,63,1,69,0,1,1,0
1492,55,canteros,1,62,1,87,3,1,1,0
1492,56,canteros,0,61,1,69,0,1,1,0
1492,57,canteros,-1,60,1,85,6,1,1,0
1492,58,canteros,-3,59,1,69,0,1,1,0
1492,59,canteros,-3,59,1,85,8,0,1,0
1492,60,canteros,-3,59,1,63,11,0,1,0
1492,61,canteros,-3,59,1,79,24,0,1,0
1492,62,canteros,-2,60,1,68,31,0,1,0
1492,63,canteros,-2,60,1,82,41,0,1,0
1492,64,canteros,-2,60,1,65,50,0,1,0
1492,65,canteros,-3,58,1,62,47,0,1,0
1492,66,canteros,-4,54,1,50,27,0,1,0
1492,67,canteros,-3,56,1,58,34,0,1,1
1492,68,canteros,10,58,1,62,40,0,1,1
1492,69,canteros,11,60,1,70,46,0,1,0
1492,70,canteros,11,60,1,69,50,0,1,0
1492,71,canteros,14,60,1,76,46,0,1,0
1492,72,canteros,14,60,1,69,40,0,1,0
1492,73,canteros,14,60,1,84,37,0,1,0
1492,74,canteros,14,60,1,69,31,0,1,0
1492,75,canteros,14,60,1,81,30,0,1,0
1492,76,canteros,17,60,1,69,24,0,1,0
1492,77,canteros,17,60,1,86,27,0,1,0
1492,78,canteros,17,60,1,69,25,0,1,0
1492,79,canteros,17,60,1,91,29,0,1,0
1492,80,canteros,17,60,1,73,27,0,1,0
1492,81,canteros,17,60,1,79,31,0,1,0
1492,82,canteros,17,60,1,79,31,0,1,0
1492,83,canteros,17,60,1,78,49,0,1,0
1492,84,canteros,17,60,1,78,61,0,1,0
1492,85,canteros,17,60,1,75,77,0,1,0
1492,86,canteros,32,60,1,79,93,0,1,0
1492,87,canteros,35,60,1,79,107,0,1,0
1492,88,canteros,245,63,1,94,122,0,1,0
1492,89,canteros,246,66,1,107,122,0,1,0
1492,90,canteros,246,69,1,120,120,0,1,1
1492,91,canteros,247,72,1,133,117,0,1,1
1492,92,canteros,248,75,1,147,113,0,1,1
1492,93,canteros,248,75,1,74,109,0,1,0
1492,94,canteros,248,75,1,129,115,0,1,0
1492,95,canteros,248,75,1,147,106,0,1,0
1492,96,canteros,248,75,1,69,95,0,1,0
1492,97,canteros,248,75,1,132,94,0,1,0
1492,98,canteros,248,75,1,69,83,0,1,0
1492,99,canteros,248,75,1,116,82,0,1,0
1492,100,canteros,248,75,1,69,72,0,1,0
1492,101,canteros,248,75,1,104,76,0,1,0
1492,102,canteros,248,75,1,74,70,0,1,0
1492,103,canteros,248,75,1,90,73,0,1,0
1492,104,canteros,248,75,1,78,70,0,1,0
1492,105,canteros,248,75,1,84,70,0,1,0
1492,106,canteros,248,75,1,79,68,0,1,0
1492,107,canteros,248,78,1,81,80,0,1,0
1492,108,canteros,249,80,1,79,90,0,1,0
1492,109,canteros,249,80,1,83,99,0,1,0
1492,110,canteros,249,80,1,83,107,0,1,0
1492,111,canteros,249,80,1,84,116,0,1,0
1492,112,canteros,249,80,1,84,125,0,1,0
1492,113,canteros,249,80,1,108,124,0,1,0
1492,114,canteros,249,80,1,124,118,0,1,1
1492,115,canteros,249,80,1,76,112,0,1,0
1492,116,canteros,249,80,1,108,116,0,1,0
1492,117,canteros,249,80,1,82,113,0,1,0
1492,118,canteros,249,80,1,91,117,0,1,0
1492,119,canteros,249,80,1,84,107,0,1,0
1492,120,canteros,249,80,1,84,100,0,1,0
1492,121,canteros,249,80,1,79,92,0,1,0
1492,122,canteros,249,80,1,79,84,0,1,0
1492,123,canteros,249,80,1,76,76,0,1,0
1492,124,canteros,249,80,1,76,68,0,1,0
1492,125,canteros,249,80,1,76,63,0,1,0
1492,126,canteros,249,80,1,82,58,0,1,0
1492,127,canteros,249,80,1,82,53,0,1,0
1492,128,canteros,249,80,1,85,50,0,1,0
1492,129,canteros,249,80,1,85,47,0,1,0
1492,130,canteros,249,80,1,84,45,0,1,0
1492,131,canteros,249,80,1,84,56,0,1,0
1492,132,canteros,249,80,1,85,67,0,1,0
1492,133,canteros,249,80,1,85,77,0,1,0
1492,134,canteros,249,80,1,86,87,0,1,0
1492,135,canteros,249,80,1,85,97,0,1,0
1492,136,canteros,249,80,1,86,106,0,1,0
1492,137,canteros,249,80,1,85,105,0,1,0
1492,138,canteros,249,80,1,85,104,0,1,0
1492,139,canteros,249,80,1,84,103,0,1,0
1492,140,canteros,249,80,1,84,102,0,1,0
1492,141,canteros,249,80,1,83,101,0,1,0
1492,142,canteros,249,80,1,85,101,0,1,0
1492,143,canteros,249,80,1,84,93,0,1,0
1492,144,canteros,249,80,1,80,85,0,1,0
1492,145,canteros,249,80,1,78,77,0,1,0
1492,146,canteros,249,80,1,77,69,0,1,0
1492,147,canteros,249,80,1,75,61,0,1,0
1492,148,canteros,249,80,1,77,52,0,1,0
1492,149,canteros,249,80,1,75,48,0,1,0
1492,150,canteros,249,80,1,83,44,0,1,0
1492,151,canteros,249,80,1,81,40,0,1,0
1492,152,canteros,249,80,1,82,38,0,1,0
1492,153,canteros,249,80,1,83,35,0,1,0
1492,154,canteros,249,80,1,84,32,0,1,0
1492,155,canteros,249,80,1,84,44,0,1,0
1492,156,canteros,249,80,1,85,55,0,1,0
1492,157,canteros,249,80,1,85,66,0,1,0
1492,158,canteros,249,80,1,85,77,0,1,0
1492,159,canteros,249,80,1,85,87,0,1,0
1492,160,canteros,249,80,1,85,97,0,1,0
1492,161,canteros,249,80,1,84,97,0,1,0
1492,162,canteros,249,80,1,84,97,0,1,0
1492,163,canteros,249,80,1,83,97,0,1,0
1492,164,canteros,249,80,1,83,97,0,1,0
1492,165,canteros,249,80,1,84,97,0,1,0
1492,166,canteros,249,80,1,84,97,0,1,0
1492,167,canteros,249,80,1,85,89,0,1,0
1492,168,canteros,249,80,1,78,81,0,1,0
1492,169,canteros,249,80,1,79,74,0,1,0
1492,170,canteros,249,80,1,75,66,0,1,0
1492,171,canteros,249,80,1,76,58,0,1,0
1492,172,canteros,249,80,1,75,50,0,1,0
1492,173,canteros,249,80,1,76,46,0,1,0
1492,174,canteros,249,80,1,81,42,0,1,0
1492,175,canteros,249,80,1,82,38,0,1,0
1492,176,canteros,249,80,1,83,35,0,1,0
1492,177,canteros,249,80,1,84,32,0,1,0
1492,178,canteros,249,80,1,84,30,0,1,0
1492,179,canteros,249,80,1,85,42,0,1,0
1492,180,canteros,249,80,1,85,53,0,1,0
1492,181,canteros,249,80,1,85,64,0,1,0
1492,182,canteros,249,80,1,85,75,0,1,0
1492,183,canteros,249,80,1,85,85,0,1,0
1492,184,canteros,249,80,1,84,95,0,1,0
1492,185,canteros,249,80,1,84,95,0,1,0
1492,186,canteros,249,80,1,83,95,0,1,0
1492,187,canteros,249,80,1,83,95,0,1,0
1492,188,canteros,249,80,1,84,95,0,1,0
1492,189,canteros,249,80,1,84,95,0,1,0
1492,190,canteros,249,80,1,85,95,0,1,0
1492,191,canteros,249,80,1,84,87,0,1,0
1492,192,canteros,249,80,1,79,79,0,1,0
1492,193,canteros,249,80,1,78,72,0,1,0
1492,194,canteros,249,80,1,76,64,0,1,0
1492,195,canteros,249,80,1,75,56,0,1,0
1492,196,canteros,249,80,1,76,48,0,1,0
1492,197,canteros,249,80,1,75,44,0,1,0
1492,198,canteros,249,80,1,82,40,0,1,0
1492,199,canteros,249,80,1,81,36,0,1,0
1492,200,canteros,249,80,1,84,33,0,1,0
1492,1,ferrones,32,46,1,31,63,0,1,0
1492,2,ferrones,31,42,1,11,46,0,1,0
1492,3,ferrones,31,42,1,11,26,0,1,0
1492,4,ferrones,31,42,1,11,21,0,1,1
1492,5,ferrones,31,42,1,11,18,0,1,1
1492,6,ferrones,31,42,1,15,17,0,1,1
1492,7,ferrones,44,42,1,19,16,0,1,1
1492,8,ferrones,44,42,1,3,15,0,1,0
1492,9,ferrones,44,42,1,7,12,0,1,1
1492,10,ferrones,44,42,1,11,9,0,1,1
1492,11,ferrones,44,42,1,23,18,0,1,0
1492,12,ferrones,44,42,1,35,26,0,1,1
1492,13,ferrones,44,44,1,47,34,0,1,1
1492,14,ferrones,44,42,1,39,31,0,1,0
1492,15,ferrones,44,44,1,51,39,0,1,1
1492,16,ferrones,44,42,1,43,36,0,1,0
1492,17,ferrones,44,44,1,55,37,0,1,1
1492,18,ferrones,45,46,1,67,37,0,1,1
1492,19,ferrones,45,48,1,79,37,0,1,1
1492,20,ferrones,46,50,1,72,36,0,1,0
1492,21,ferrones,46,50,1,81,37,0,1,0
1492,22,ferrones,46,50,1,106,37,0,1,0
1492,23,ferrones,46,50,1,106,33,0,1,0
1492,24,ferrones,46,50,1,117,32,0,1,0
1492,25,ferrones,46,50,1,107,31,0,1,0
1492,26,ferrones,46,50,1,118,31,0,1,0
1492,27,ferrones,46,50,1,107,30,0,1,0
1492,28,ferrones,46,50,1,119,30,0,1,0
1492,29,ferrones,46,50,1,109,31,0,1,0
1492,30,ferrones,46,50,1,127,33,0,1,0
1492,31,ferrones,46,50,1,116,34,0,1,0
1492,32,ferrones,46,50,1,135,37,0,1,0
1492,33,ferrones,46,50,1,122,39,0,1,0
1492,34,ferrones,46,50,1,142,39,0,1,0
1492,35,ferrones,46,52,1,127,45,0,1,0
1492,36,ferrones,46,54,1,148,51,0,1,0
1492,37,ferrones,46,54,1,136,56,0,1,0
1492,38,ferrones,46,54,1,157,61,0,1,0
1492,39,ferrones,46,54,1,144,66,0,1,0
1492,40,ferrones,62,56,1,165,77,0,1,0
1492,41,ferrones,62,56,1,151,79,0,1,0
1492,42,ferrones,62,56,1,172,81,0,1,0
1492,43,ferrones,62,56,1,157,83,0,1,0
1492,44,ferrones,62,56,1,181,85,0,1,0
1492,45,ferrones,62,56,1,167,87,0,1,0
1492,46,ferrones,62,56,1,152,82,0,1,0
1492,47,ferrones,62,56,1,167,72,0,1,0
1492,48,ferrones,62,56,1,130,71,0,1,0
1492,49,ferrones,62,56,1,179,66,0,1,0
1492,50,ferrones,62,56,1,73,64,0,1,0
1492,51,ferrones,62,56,1,190,59,0,1,0
1492,52,ferrones,62,56,1,83,49,0,1,0
1492,53,ferrones,62,56,1,155,51,0,1,0
1492,54,ferrones,62,56,1,86,45,0,1,0
1492,55,ferrones,62,56,1,138,47,0,1,0
1492,56,ferrones,62,56,1,84,43,0,1,0
1492,57,ferrones,62,56,1,118,45,0,1,0
1492,58,ferrones,62,56,1,82,41,0,1,0
1492,59,ferrones,62,58,1,95,51,0,1,0
1492,60,ferrones,63,60,1,84,56,0,1,0
1492,61,ferrones,63,60,1,92,61,0,1,0
1492,62,ferrones,63,60,1,84,65,0,1,0
1492,63,ferrones,63,60,1,112,70,0,1,0
1492,64,ferrones,63,60,1,84,74,0,1,0
1492,65,ferrones,63,60,1,129,74,0,1,0
1492,66,ferrones,63,60,1,84,72,0,1,0
1492,67,ferrones,63,60,1,138,75,0,1,0
1492,68,ferrones,63,60,1,85,73,0,1,0
1492,69,ferrones,63,60,1,159,75,0,1,0
1492,70,ferrones,63,60,1,86,73,0,1,0
1492,71,ferrones,63,60,1,178,69,0,1,0
1492,72,ferrones,63,60,1,80,61,0,1,0
1492,73,ferrones,63,60,1,191,57,0,1,0
1492,74,ferrones,63,60,1,89,50,0,1,0
1492,75,ferrones,63,60,1,192,47,0,1,0
1492,76,ferrones,63,60,1,92,41,0,1,0
1492,77,ferrones,63,60,1,192,41,0,1,0
1492,78,ferrones,63,60,1,101,38,0,1,0
1492,79,ferrones,63,60,1,197,38,0,1,0
1492,80,ferrones,63,60,1,109,36,0,1,0
1492,81,ferrones,63,60,1,200,36,0,1,0
1492,82,ferrones,63,60,1,112,35,0,1,0
1492,83,ferrones,63,60,1,199,46,0,1,0
1492,84,ferrones,63,60,1,114,55,0,1,0
1492,85,ferrones,63,60,1,198,65,0,1,0
1492,86,ferrones,63,60,1,111,75,0,1,0
1492,87,ferrones,63,60,1,198,84,0,1,0
1492,88,ferrones,63,60,1,113,92,0,1,0
1492,89,ferrones,63,60,1,200,93,0,1,0
1492,90,ferrones,63,60,1,114,88,0,1,0
1492,91,ferrones,63,60,1,191,83,0,1,0
1492,92,ferrones,63,60,1,104,84,0,1,0
1492,93,ferrones,63,60,1,199,85,0,1,0
1492,94,ferrones,63,60,1,113,85,0,1,0
1492,95,ferrones,63,60,1,198,81,0,1,0
1492,96,ferrones,63,60,1,106,77,0,1,0
1492,97,ferrones,63,60,1,192,74,0,1,0
1492,98,ferrones,63,60,1,98,70,0,1,0
1492,99,ferrones,63,60,1,194,67,0,1,0
1492,100,ferrones,63,60,1,97,62,0,1,0
1492,101,ferrones,63,60,1,194,60,0,1,0
1492,102,ferrones,63,60,1,101,56,0,1,0
1492,103,ferrones,63,60,1,199,54,0,1,0
1492,104,ferrones,63,60,1,110,51,0,1,0
1492,105,ferrones,63,60,1,198,50,0,1,0
1492,106,ferrones,63,60,1,109,48,0,1,0
1492,107,ferrones,63,60,1,198,60,0,1,0
1492,108,ferrones,63,60,1,110,71,0,1,0
1492,109,ferrones,63,60,1,200,82,0,1,0
1492,110,ferrones,63,60,1,113,92,0,1,0
1492,111,ferrones,63,60,1,199,107,0,1,0
1492,112,ferrones,63,60,1,113,116,0,1,0
1492,113,ferrones,63,60,1,191,115,0,1,0
1492,114,ferrones,63,60,1,104,114,0,1,0
1492,115,ferrones,63,60,1,195,113,0,1,0
1492,116,ferrones,63,60,1,107,112,0,1,0
1492,117,ferrones,63,60,1,194,107,0,1,0
1492,118,ferrones,63,60,1,108,102,0,1,0
1492,119,ferrones,63,60,1,193,92,0,1,0
1492,120,ferrones,63,60,1,97,82,0,1,0
1492,121,ferrones,63,60,1,186,72,0,1,0
1492,122,ferrones,63,60,1,87,67,0,1,0
1492,123,ferrones,63,60,1,193,64,0,1,0
1492,124,ferrones,63,60,1,94,57,0,1,0
1492,125,ferrones,63,60,1,192,57,0,1,0
1492,126,ferrones,63,60,1,103,54,0,1,0
1492,127,ferrones,63,60,1,198,54,0,1,0
1492,128,ferrones,63,60,1,110,52,0,1,0
1492,129,ferrones,63,60,1,201,53,0,1,0
1492,130,ferrones,63,60,1,115,53,0,1,0
1492,131,ferrones,63,60,1,200,65,0,1,0
1492,132,ferrones,63,60,1,115,77,0,1,0
1492,133,ferrones,63,60,1,199,88,0,1,0
1492,134,ferrones,63,60,1,112,99,0,1,0
1492,135,ferrones,63,60,1,198,109,0,1,0
1492,136,ferrones,63,60,1,111,113,0,1,0
1492,137,ferrones,63,60,1,191,108,0,1,0
1492,138,ferrones,63,60,1,102,103,0,1,0
1492,139,ferrones,63,60,1,195,98,0,1,0
1492,140,ferrones,63,60,1,105,94,0,1,0
1492,141,ferrones,63,60,1,194,90,0,1,0
1492,142,ferrones,63,60,1,106,86,0,1,0
