criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"decisiones útiles","casa y partida","1492","monjes",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","salineros",,91,"% de turnos sin proponer órdenes","< 10 %","incumple","","182 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","salineros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1492","arrieros",,18,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","36 de 200 turnos"
"escasez","casa y partida","1492","canteros",,3.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","7 de 200 turnos"
"escasez","casa y partida","1492","ferrones",,2,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","4 de 200 turnos"
"escasez","casa y partida","1492","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1492","mercaderes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1492","mesta",,12.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","25 de 200 turnos"
"escasez","casa y partida","1492","monjes",,6.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","13 de 200 turnos"
"escasez","casa y partida","1492","salineros",,40.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","81 de 200 turnos"
"precios","partida","1492","",,0,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","ningún precio se quedó más de un turno en un extremo"
"tierra","partida","1492","",,35.57692307692308,"% de comarcas del mapa jugado que no toca nadie","< 5 %","incumple","T-049: el mapa jugado tiene que ser el recorte de la partida","74 de 208 comarcas sin tocar"
"ausencia","casa y partida","1492","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 160 · a mano 160 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 259 · a mano 259 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 340 · a mano 340 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 425 · a mano 425 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 35 · a mano 35 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 19 · a mano 19 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 467 · a mano 467 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 877 · a mano 877 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 127 · a mano 127 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 191 · a mano 191 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 165 · a mano 165 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 408 · a mano 408 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 336 · a mano 336 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 699 · a mano 699 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 4 · a mano 4 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 28 · a mano 28 · el dominio coincide turno a turno"
"dominio","partida","1492","",,48,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","incumple","","4 de 8 casas lo alcanzan; la primera en T48"
"obra mayor","partida","1492","",,90,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","cumple","","2 de 8 casas lo alcanzan; la primera en T90"
"prestigio","casa y partida","1492-2","arrieros",,59.55882352941177,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 243 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","canteros",,117.40196078431373,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 479 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","ferrones",,35.049019607843135,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 143 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","hortelanos",,188.97058823529412,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 771 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","mercaderes",,53.92156862745098,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 220 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","mesta",,125,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 510 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","monjes",,199.01960784313727,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 812 sobre una mediana exacta de 408"
"prestigio","casa y partida","1492-2","salineros",,82.59803921568627,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 337 sobre una mediana exacta de 408"
"actividad","casa y partida","1492-2","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","arrieros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","canteros",,2.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","5 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","ferrones",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","ferrones",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","hortelanos",,2.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","5 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","mesta",,7.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","15 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","monjes",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","monjes",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-2","salineros",,4,"% de turnos sin proponer órdenes","< 10 %","cumple","","8 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-2","salineros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1492-2","arrieros",,5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","10 de 200 turnos"
"escasez","casa y partida","1492-2","canteros",,2,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","4 de 200 turnos"
"escasez","casa y partida","1492-2","ferrones",,3.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","7 de 200 turnos"
"escasez","casa y partida","1492-2","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1492-2","mercaderes",,3.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","7 de 200 turnos"
"escasez","casa y partida","1492-2","mesta",,13.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","27 de 200 turnos"
"escasez","casa y partida","1492-2","monjes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1492-2","salineros",,12.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","25 de 200 turnos"
"precios","partida","1492-2","",,0,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","ningún precio se quedó más de un turno en un extremo"
"tierra","partida","1492-2","",,29.807692307692307,"% de comarcas del mapa jugado que no toca nadie","< 5 %","incumple","T-049: el mapa jugado tiene que ser el recorte de la partida","62 de 208 comarcas sin tocar"
"ausencia","casa y partida","1492-2","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 161 · a mano 161 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 200 · a mano 200 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 340 · a mano 340 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 425 · a mano 425 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 39 · a mano 39 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 19 · a mano 19 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 456 · a mano 456 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 797 · a mano 797 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 77 · a mano 77 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 150 · a mano 150 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 176 · a mano 176 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 341 · a mano 341 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 365 · a mano 365 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 591 · a mano 591 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 227 · a mano 227 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-2","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 416 · a mano 416 · el dominio coincide turno a turno"
"dominio","partida","1492-2","",,43,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","incumple","","4 de 8 casas lo alcanzan; la primera en T43"
"obra mayor","partida","1492-2","",,87,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","cumple","","1 de 8 casas lo alcanzan; la primera en T87"
"prestigio","casa y partida","1492-3","arrieros",,61.06508875739645,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 258 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","canteros",,110.53254437869822,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 467 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","ferrones",,34.79289940828402,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 147 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","hortelanos",,178.93491124260356,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 756 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","mercaderes",,61.30177514792899,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 259 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","mesta",,89.46745562130178,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 378 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","monjes",,171.36094674556213,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 724 sobre una mediana exacta de 422,5"
"prestigio","casa y partida","1492-3","salineros",,129.94082840236686,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 549 sobre una mediana exacta de 422,5"
"actividad","casa y partida","1492-3","arrieros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","canteros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","ferrones",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","ferrones",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","mesta",,7.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","15 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","monjes",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","monjes",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492-3","salineros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492-3","salineros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1492-3","arrieros",,1,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","2 de 200 turnos"
"escasez","casa y partida","1492-3","canteros",,3,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","6 de 200 turnos"
"escasez","casa y partida","1492-3","ferrones",,1.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","3 de 200 turnos"
"escasez","casa y partida","1492-3","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1492-3","mercaderes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1492-3","mesta",,18,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","36 de 200 turnos"
"escasez","casa y partida","1492-3","monjes",,6,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","12 de 200 turnos"
"escasez","casa y partida","1492-3","salineros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"precios","partida","1492-3","",,5,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","local-cameros, sal: 5 turnos en el techo; la plaza cerrada rompe la racha"
"tierra","partida","1492-3","",,32.69230769230769,"% de comarcas del mapa jugado que no toca nadie","< 5 %","incumple","T-049: el mapa jugado tiene que ser el recorte de la partida","68 de 208 comarcas sin tocar"
"ausencia","casa y partida","1492-3","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 128 · a mano 128 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 200 · a mano 200 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 340 · a mano 340 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 379 · a mano 379 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 34 · a mano 34 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 17 · a mano 17 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 363 · a mano 363 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 747 · a mano 747 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 131 · a mano 131 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 195 · a mano 195 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 189 · a mano 189 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 324 · a mano 324 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 384 · a mano 384 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 756 · a mano 756 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 123 · a mano 123 · el dominio coincide turno a turno"
"ausencia","casa y partida","1492-3","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 171 · a mano 171 · el dominio coincide turno a turno"
"dominio","partida","1492-3","",,48,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","incumple","","4 de 8 casas lo alcanzan; la primera en T48"
"obra mayor","partida","1492-3","",,89,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","cumple","","2 de 8 casas lo alcanzan; la primera en T89"
"ganadores","campaña","1492","",,0,"repeticiones ganadas por la misma casa","ninguna casa gana las 3","cumple","","ganan monjes, monjes, hortelanos"
